Time            ,Cm                ,Cd                ,Cl                
250.669279,0.0013435874076,0.036119621051,0.0025095734345
250.6696708,0.0013552025195,0.036119304166,0.0025312692325
250.6700627,0.0013669168544,0.036118987454,0.002553150492
250.6704545,0.0013787332812,0.036118671084,0.0025752223741
250.6708464,0.0013906500842,0.036118354916,0.0025974819895
250.6712382,0.0014026720909,0.036118039104,0.0026199377647
250.6716301,0.0014147967457,0.036117723517,0.0026425854981
250.6720219,0.0014270245373,0.036117408226,0.0026654260636
250.6724138,0.0014393610237,0.036117093181,0.0026884693193
250.6728056,0.0014518011443,0.036116778407,0.0027117065722
250.6731975,0.0014643503786,0.036116463974,0.0027351473057
250.6735893,0.0014770072542,0.036116149733,0.0027587893209
250.6739812,0.0014897737459,0.036115835796,0.0027826360285
250.674373,0.0015026498208,0.036115522151,0.0028066875295
250.6747649,0.0015156373114,0.036115208742,0.0028309471346
250.6751567,0.0015287377471,0.036114895616,0.0028554176347
250.6755486,0.0015419491492,0.036114582765,0.0028800957383
250.6759404,0.0015552773889,0.036114270202,0.0029049916422
250.6763323,0.0015687181678,0.036113957895,0.00293009817
250.6767241,0.0015822760921,0.036113645847,0.0029554233787
250.677116,0.0015959510147,0.036113334078,0.0029809672247
250.6775078,0.0016097437872,0.036113022606,0.003006731108
250.6778997,0.0016236554167,0.036112711375,0.0030327171603
250.6782915,0.0016376874126,0.036112400431,0.0030589279909
250.6786834,0.0016518402731,0.036112089736,0.0030853646593
250.6790752,0.0016661150928,0.036111779334,0.003112029175
250.6794671,0.001680513628,0.036111469158,0.0031389248106
250.6798589,0.0016950356363,0.036111159335,0.0031660510586
250.6802508,0.0017096838344,0.036110849707,0.0031934130512
250.6806426,0.0017244575974,0.036110540386,0.0032210096815
250.6810345,0.0017393593966,0.036110231278,0.003248845511
250.6814263,0.0017543886808,0.036109922538,0.0032769194756
250.6818182,0.0017695500516,0.036109613997,0.0033052400358
250.68221,0.0017848386475,0.036109305713,0.003333798638
250.6826019,0.0018002623464,0.036108997778,0.0033626092905
250.6829937,0.001815817698,0.036108690009,0.0033916660466
250.6833856,0.0018315067772,0.036108382555,0.0034209727363
250.6837774,0.0018473321231,0.036108075398,0.0034505337711
250.6841693,0.0018632936066,0.036107768481,0.0034803492456
250.6845611,0.0018793927188,0.036107461816,0.0035104218424
250.684953,0.0018956301257,0.036107155431,0.0035407529079
250.6853448,0.0019120093343,0.036106849333,0.0035713485844
250.6857367,0.0019285275522,0.036106543499,0.0036022042632
250.6861285,0.001945189271,0.036106237909,0.0036333279343
250.6865204,0.0019619955152,0.036105932568,0.0036647215337
250.6869122,0.0019789449776,0.036105627576,0.0036963827908
250.6873041,0.0019960418162,0.036105322792,0.003728319325
250.6876959,0.0020132856204,0.036105018259,0.003760530447
250.6880878,0.002030678125,0.036104714014,0.0037930194308
250.6884796,0.0020482207325,0.036104410079,0.0038257887178
250.6888715,0.0020659144268,0.036104106339,0.0038588403433
250.6892633,0.0020837605686,0.036103802915,0.0038921768107
250.6896552,0.002101761216,0.03610349971,0.0039258018734
250.690047,0.0021199160902,0.036103196842,0.0039597150887
250.6904389,0.0021382279203,0.036102894189,0.0039939215461
250.6908307,0.0021566978418,0.03610259179,0.0040284233762
250.6912226,0.0021753271388,0.036102289707,0.0040632228358
250.6916144,0.0021941151863,0.036101987872,0.0040983191446
250.6920063,0.0022130679686,0.03610168629,0.0041337229337
250.6923981,0.0022321826421,0.036101384947,0.004169429344
250.69279,0.0022514610058,0.036101083949,0.0042054416097
250.6931818,0.0022709078244,0.036100783165,0.0042417684295
250.6935737,0.0022905203766,0.036100482622,0.0042784050714
250.6939655,0.0023103028332,0.036100182419,0.0043153590051
250.6943574,0.0023302555047,0.036099882432,0.004352631017
250.6947492,0.0023503803407,0.036099582691,0.0043902246649
250.6951411,0.0023706780023,0.036099283277,0.0044281412363
250.6955329,0.0023911508382,0.036098984103,0.0044663850621
250.6959248,0.0024118009858,0.036098685152,0.0045049600963
250.6963166,0.0024326270118,0.036098386551,0.0045438639018
250.6967085,0.002453634756,0.036098088153,0.0045831069862
250.6971003,0.002474821727,0.036097790036,0.0046226851166
250.6974922,0.0024961918698,0.036097492175,0.0046626054353
250.697884,0.0025177462396,0.036097194627,0.0047028698573
250.6982759,0.0025394859067,0.036096897271,0.0047434805971
250.6986677,0.0025614131198,0.036096600276,0.0047844416397
250.6990596,0.0025835292984,0.036096303448,0.0048257557771
250.6994514,0.0026058353242,0.036096006949,0.0048674246587
250.6998433,0.00262833384,0.036095710709,0.0049094531464
250.7002351,0.0026510267496,0.036095414736,0.0049518447521
250.700627,0.0026739138503,0.036095118984,0.0049945993298
250.7010188,0.0026969986341,0.036094823581,0.0050377231822
250.7014107,0.0027202825105,0.036094528364,0.0050812189785
250.7018025,0.0027437667498,0.036094233488,0.0051250891335
250.7021944,0.0027674516255,0.036093938788,0.005169334342
250.7025862,0.0027913435871,0.036093644483,0.0052139661376
250.7029781,0.0028154378386,0.036093350311,0.0052589762271
250.7033699,0.0028397419354,0.03609305651,0.0053043781526
250.7037618,0.0028642541637,0.036092762912,0.0053501690411
250.7041536,0.0028889775366,0.036092469608,0.0053963544828
250.7045455,0.0029139135203,0.036092176588,0.0054429371069
250.7049373,0.0029390646959,0.036091883794,0.0054899218258
250.7053292,0.002964432158,0.036091591323,0.0055373106322
250.705721,0.0029900172863,0.03609129907,0.005585106222
250.7061129,0.0030158228813,0.036091007119,0.0056333137048
250.7065047,0.0030418516183,0.036090715384,0.0056819379126
250.7068966,0.0030681023841,0.036090424011,0.0057309773882
250.7072884,0.0030945809739,0.036090132843,0.0057804421717
250.7076803,0.0031212857818,0.036089841952,0.0058303298667
250.7080721,0.0031482211598,0.036089551338,0.0058806482257
250.7084639,0.0031753881517,0.036089260985,0.005931399413
250.7088558,0.0032027887971,0.036088970941,0.0059825872563
250.7092476,0.0032304249293,0.036088681117,0.0060342150275
250.7096395,0.0032582992727,0.03608839159,0.0060862878737
250.7100313,0.0032864126281,0.036088102348,0.0061388073351
250.7104232,0.0033147686845,0.036087813321,0.0061917803192
250.710815,0.0033433676603,0.036087524644,0.0062452071515
250.7112069,0.0033722131986,0.036087236191,0.0062990947872
250.7115987,0.0034013064746,0.036086948032,0.0063534452728
250.7119906,0.0034306506789,0.036086660102,0.006408264465
250.7123824,0.003460244844,0.03608637253,0.0064635511646
250.7127743,0.0034900965681,0.036086085121,0.0065193185776
250.7131661,0.0035202034939,0.036085798118,0.0065755632187
250.713558,0.00355056817,0.036085511257,0.006632289472
250.7139498,0.0035811954963,0.036085224779,0.0066895062544
250.7143417,0.0036120855756,0.036084938498,0.0067472141926
250.7147335,0.0036432407406,0.036084652555,0.0068054175651
250.7151254,0.0036746639749,0.036084366847,0.0068641217026
250.7155172,0.0037063571471,0.036084081419,0.0069233302957
250.7159091,0.0037383231293,0.036083796307,0.006983048496
250.7163009,0.0037705625514,0.036083511417,0.0070432779305
250.7166928,0.0038030810061,0.036083226844,0.0071040285997
250.7170846,0.0038358765783,0.036082942559,0.007165297252
250.7174765,0.0038689550859,0.036082658495,0.0072270943431
250.7178683,0.0039023183192,0.036082374788,0.0072894237426
250.7182602,0.003935966737,0.036082091319,0.0073522859706
250.718652,0.0039699049674,0.036081808103,0.0074156896304
250.7190439,0.0040041346193,0.036081525241,0.0074796381204
250.7194357,0.0040386582219,0.03608124262,0.0075441355867
250.7198276,0.0040734782938,0.036080960264,0.0076091874049
250.7202194,0.0041085970413,0.036080678235,0.0076747971723
250.7206113,0.0041440175998,0.036080396456,0.0077409708259
250.7210031,0.0041797427662,0.036080114968,0.0078077139271
250.721395,0.0042157734324,0.036079833813,0.0078750278551
250.7217868,0.0042521146522,0.03607955285,0.0079429218959
250.7221787,0.004288766509,0.036079272269,0.008011396866
250.7225705,0.0043257350812,0.036078991924,0.0080804631355
250.7229624,0.0043630173941,0.03607871187,0.008150116425
250.7233542,0.0044006233061,0.036078432137,0.0082203738335
250.7237461,0.0044385505055,0.036078152647,0.0082912317303
250.7241379,0.0044768020187,0.036077873503,0.0083626959743
250.7245298,0.0045153834998,0.036077594599,0.0084347767401
250.7249216,0.0045542949359,0.036077316017,0.0085074739733
250.7253135,0.0045935404388,0.036077037726,0.0085807957751
250.7257053,0.0046331224815,0.036076759732,0.0086547463389
250.7260972,0.0046730447387,0.03607648202,0.0087293325367
250.726489,0.0047133079641,0.036076204621,0.0088045563706
250.7268809,0.0047539173607,0.036075927496,0.0088804267394
250.7272727,0.0047948758777,0.036075650693,0.0089569497543
250.7276646,0.0048361833462,0.036075374201,0.0090341248652
250.7280564,0.0048778470404,0.036075097965,0.0091119657879
250.7284483,0.004919866806,0.036074822052,0.009190471958
250.7288401,0.0049622472981,0.03607454648,0.0092696524516
250.729232,0.0050049905015,0.036074271124,0.0093495109128
250.7296238,0.0050481004123,0.03607399618,0.0094300545392
250.7300157,0.0050915797777,0.036073721455,0.0095112885841
250.7304075,0.0051354320591,0.03607344717,0.0095932195076
250.7307994,0.0051796589797,0.036073173089,0.0096758507295
250.7311912,0.0052242660916,0.036072899335,0.0097591926323
250.7315831,0.0052692545578,0.036072625833,0.0098432471716
250.7319749,0.0053146290002,0.036072352709,0.0099280229616
250.7323668,0.0053603908355,0.036072079853,0.010013523048
250.7327586,0.0054065462916,0.036071807345,0.01009975866
250.7331505,0.0054530966153,0.036071535108,0.010186732119
250.7335423,0.0055000435346,0.036071263249,0.010274447187
250.7339342,0.0055473956204,0.036070991669,0.010362919205
250.734326,0.0055951504241,0.036070720389,0.010452144022
250.7347179,0.0056433156484,0.036070449515,0.010542135961
250.7351097,0.0056918926455,0.036070178879,0.010632897362
250.7355016,0.0057408851567,0.036069908605,0.010724435625
250.7358934,0.0057902970482,0.036069638634,0.010816757524
250.7362853,0.0058401318815,0.03606936906,0.010909870019
250.7366771,0.005890393799,0.036069099711,0.011003780758
250.737069,0.0059410837071,0.036068830786,0.011098491534
250.7374608,0.0059922100003,0.036068562134,0.011194017725
250.7378527,0.0060437711476,0.036068293843,0.011290357048
250.7382445,0.0060957745246,0.036068025881,0.011387522737
250.7386364,0.0061482227139,0.036067758278,0.011485519755
250.7390282,0.0062011186426,0.036067490979,0.011584353952
250.7394201,0.0062544675223,0.036067224034,0.01168403455
250.7398119,0.0063082722567,0.036066957457,0.011784567291
250.7402038,0.0063625364243,0.036066691198,0.011885958913
250.7405956,0.0064172653869,0.036066425292,0.011988219115
250.7409875,0.006472461347,0.036066159744,0.012091352397
250.7413793,0.0065281290323,0.03606589454,0.012195367413
250.7417712,0.0065842727966,0.036065629686,0.012300272256
250.742163,0.0066408955043,0.036065365211,0.012406072471
250.7425549,0.0066980028985,0.036065101068,0.012512778584
250.7429467,0.0067555966218,0.036064837295,0.012620393925
250.7433386,0.0068136844495,0.036064573871,0.012728932659
250.7437304,0.0068722649779,0.03606431084,0.01283839274
250.7441223,0.0069313491048,0.036064048272,0.01294879382
250.7445141,0.0069909360254,0.036063785902,0.013060134965
250.744906,0.0070510310726,0.036063524014,0.013172426078
250.7452978,0.0071116401963,0.036063262399,0.013285678027
250.7456897,0.0071727661876,0.036063001252,0.013399896214
250.7460815,0.0072344137739,0.036062740409,0.013515089535
250.7464734,0.0072965866081,0.036062480017,0.013631264712
250.7468652,0.0073592915655,0.036062219938,0.013748434574
250.7472571,0.0074225295628,0.03606196031,0.013866601048
250.7476489,0.0074863074706,0.036061701166,0.01398577664
250.7480408,0.0075506304061,0.036061442304,0.014105971293
250.7484326,0.0076154996416,0.036061183817,0.014227187206
250.7488245,0.0076809238308,0.036060925742,0.014349440573
250.7492163,0.0077469050483,0.036060668036,0.014472735423
250.7496082,0.0078134483698,0.036060410777,0.014597080916
250.75,0.0078805591594,0.036060153885,0.014722487501
250.7503912,0.0079481864229,0.036059900215,0.014848850633
250.7507825,0.0080162620143,0.036059643884,0.014976069754
250.7511737,0.0080849841727,0.036059387833,0.015104490355
250.7515649,0.0081543061696,0.036059132542,0.015234030373
250.7519562,0.0082242110342,0.036058877793,0.015364660732
250.7523474,0.0082947085747,0.036058623509,0.01549639945
250.7527387,0.0083658077601,0.036058369742,0.015629262797
250.7531299,0.0084375081021,0.036058116314,0.015763250331
250.7535211,0.0085098207501,0.036057863441,0.015898382268
250.7539124,0.0085827463582,0.036057610939,0.016034660512
250.7543036,0.0086562914101,0.036057358939,0.01617209709
250.7546948,0.0087304617179,0.036057107365,0.01631070223
250.7550861,0.0088052614861,0.036056856248,0.016450484618
250.7554773,0.0088806971521,0.036056605616,0.016591455841
250.7558685,0.0089567718287,0.036056355438,0.016733622118
250.7562598,0.0090334944595,0.036056105737,0.01687699955
250.756651,0.0091108661063,0.036055856504,0.017021590672
250.7570423,0.0091888954286,0.036055607773,0.017167411656
250.7574335,0.0092675868397,0.036055359453,0.017314470451
250.7578247,0.0093469455687,0.036055111719,0.01746277698
250.758216,0.0094269771733,0.036054864487,0.017612341881
250.7586072,0.009507688256,0.036054617716,0.017763177166
250.7589984,0.0095890826849,0.036054371388,0.017915290285
250.7593897,0.0096711684513,0.036054125582,0.018068696215
250.7597809,0.009753948752,0.036053880328,0.018223400897
250.7601721,0.0098374319005,0.036053635535,0.018379419709
250.7605634,0.0099216202796,0.036053391276,0.018536757559
250.7609546,0.010006524767,0.036053147564,0.018695434081
250.7613459,0.010092146875,0.036052904331,0.018855453002
250.7617371,0.010178493394,0.036052661696,0.019016826485
250.7621283,0.010265572829,0.036052419538,0.019179570405
250.7625196,0.010353388369,0.036052177952,0.019343690894
250.7629108,0.010441947478,0.036051936906,0.019509202055
250.763302,0.01053125561,0.036051696423,0.01967611408
250.7636933,0.010621321038,0.036051456508,0.019844442044
250.7640845,0.010712146214,0.036051217121,0.020014190998
250.7644757,0.010803740753,0.036050978347,0.020185378939
250.764867,0.010896110532,0.03605074013,0.020358016452
250.7652582,0.010989259915,0.036050502504,0.02053211222
250.7656495,0.011083197613,0.036050265472,0.020707682077
250.7660407,0.011177929105,0.036050028998,0.020884736718
250.7664319,0.01127346088,0.036049793199,0.021063288193
250.7668232,0.011369799857,0.036049557952,0.021243349211
250.7672144,0.011466952918,0.036049323507,0.021424932717
250.7676056,0.011564925879,0.036049089535,0.021608049926
250.7679969,0.011663726101,0.036048856158,0.021792714513
250.7683881,0.011763361193,0.036048623458,0.021978940368
250.7687793,0.011863837161,0.036048391342,0.022166738996
250.7691706,0.011965158937,0.036048159916,0.022356120034
250.7695618,0.012067338531,0.036047929138,0.022547105066
250.7699531,0.012170378031,0.036047699029,0.022739698935
250.7703443,0.012274286971,0.03604746957,0.022933918842
250.7707355,0.012379071964,0.036047240856,0.02312977763
250.7711268,0.012484740576,0.036047012851,0.023327288973
250.771518,0.012591298794,0.036046785486,0.023526464771
250.7719092,0.012698755248,0.036046558815,0.023727320539
250.7723005,0.012807118184,0.036046332857,0.023929871986
250.7726917,0.012916391531,0.036046107637,0.024134126756
250.7730829,0.013026586527,0.036045883136,0.02434010531
250.7734742,0.013137708617,0.036045659382,0.024547818409
250.7738654,0.013249766007,0.036045436376,0.024757280999
250.7742567,0.013362766202,0.036045214135,0.024968507467
250.7746479,0.013476716936,0.036044992788,0.025181512045
250.7750391,0.013591625764,0.036044772096,0.02539630909
250.7754304,0.013707501578,0.036044552206,0.025612915258
250.7758216,0.013824350628,0.036044333054,0.025831342152
250.7762128,0.013942182607,0.036044114737,0.026051608015
250.7766041,0.014061002863,0.036043897232,0.026273722931
250.7769953,0.01418082397,0.036043680581,0.026497710157
250.7773865,0.014301648533,0.036043464679,0.026723575038
250.7777778,0.014423489428,0.036043249758,0.026951341337
250.778169,0.01454635219,0.036043035554,0.02718101955
250.7785603,0.014670246246,0.036042822332,0.027412627436
250.7789515,0.014795179066,0.036042610014,0.027646178979
250.7793427,0.014921159896,0.03604239851,0.027881691419
250.779734,0.015048198466,0.036042187912,0.028119182877
250.7801252,0.015176299927,0.036041978227,0.028358663355
250.7805164,0.015305475895,0.036041769495,0.028600154374
250.7809077,0.015435734965,0.036041561681,0.028843671982
250.7812989,0.01556708357,0.036041354825,0.029089228567
250.7816901,0.01569953296,0.036041148913,0.029336844919
250.7820814,0.015833090821,0.036040944043,0.029586535595
250.7824726,0.015967766322,0.036040740064,0.029838317765
250.7828638,0.016103569119,0.036040537342,0.030092209377
250.7832551,0.016240506974,0.036040335405,0.030348225334
250.7836463,0.016378590631,0.036040134568,0.030606385503
250.7840376,0.016517828099,0.036039934745,0.030866705004
250.7844288,0.016658230391,0.036039735937,0.031129204377
250.78482,0.016799803089,0.036039538293,0.031393894468
250.7852113,0.016942561085,0.036039341667,0.031660802595
250.7856025,0.017086509544,0.036039146142,0.03192993895
250.7859937,0.017231659693,0.036038951784,0.032201324417
250.786385,0.017378021105,0.036038758542,0.032474977026
250.7867762,0.017525603531,0.03603856644,0.032750914951
250.7871674,0.017674417053,0.03603837549,0.033029157061
250.7875587,0.017824470441,0.036038185725,0.033309720016
250.7879499,0.017975774521,0.03603799716,0.033592624021
250.7883412,0.01812834049,0.036037809825,0.033877889872
250.7887324,0.018282174992,0.036037623731,0.034165530519
250.7891236,0.018437292096,0.036037438832,0.034455571918
250.7895149,0.018593699303,0.036037255238,0.034748028384
250.7899061,0.018751408382,0.036037072983,0.035042921839
250.7902973,0.018910429184,0.036036892022,0.035340271154
250.7906886,0.019070771974,0.036036712417,0.035640095059
250.7910798,0.019232447623,0.036036534048,0.035942414248
250.791471,0.019395467351,0.036036357095,0.036247249579
250.7918623,0.019559840169,0.036036181464,0.036554618324
250.7922535,0.019725579081,0.036036007279,0.036864544435
250.7926448,0.019892691777,0.036035834482,0.037177042934
250.793036,0.020061194066,0.036035663149,0.037492142714
250.7934272,0.020231090932,0.036035493245,0.037809854019
250.7938185,0.020402398879,0.036035324867,0.03813020705
250.7942097,0.020575125601,0.036035157949,0.03845321682
250.7946009,0.020749284,0.036034992598,0.038778907345
250.7949922,0.020924884309,0.036034828761,0.039107297842
250.7953834,0.021101938812,0.036034666484,0.039438411152
250.7957746,0.021280459575,0.036034505843,0.039772270197
250.7961659,0.021460455295,0.036034346761,0.040108891379
250.7965571,0.021641941901,0.036034189414,0.040448304191
250.7969484,0.021824927125,0.0360340337,0.040790524015
250.7973396,0.022009425396,0.036033879676,0.041135577046
250.7977308,0.022195447243,0.036033727403,0.041483483268
250.7981221,0.022383005161,0.036033576782,0.041834266396
250.7985133,0.022572110956,0.036033427964,0.042187948577
250.7989045,0.022762777925,0.036033280937,0.042544554424
250.7992958,0.022955015901,0.036033135729,0.042904103081
250.799687,0.023148840087,0.036032992357,0.043266622332
250.8000782,0.023344259832,0.036032850899,0.043632130407
250.8004695,0.023541291393,0.03603271125,0.04400065753
250.8008607,0.02373994205,0.036032573663,0.044372217449
250.801252,0.023940230889,0.036032437902,0.044746846553
250.8016432,0.024142165628,0.036032304219,0.045124558161
250.8020344,0.024345760744,0.036032172486,0.045505380326
250.8024257,0.02455102978,0.036032042882,0.045889338144
250.8028169,0.024757984887,0.036031915241,0.04627645489
250.8032081,0.024966639812,0.036031789881,0.046666755848
250.8035994,0.025177006386,0.036031666499,0.047060263783
250.8039906,0.025389100815,0.036031545429,0.047457008704
250.8043818,0.025602932269,0.036031426499,0.04785700834
250.8047731,0.025818517775,0.036031309811,0.048260294323
250.8051643,0.026035869562,0.036031195442,0.048666889749
250.8055556,0.026255001007,0.036031083352,0.04907681995
250.8059468,0.026475925824,0.036030973635,0.049490110406
250.806338,0.026698658882,0.036030866285,0.049906789281
250.8067293,0.02692321278,0.036030761413,0.05032688079
250.8071205,0.027149602652,0.036030658975,0.050750412181
250.8075117,0.027377840804,0.036030559044,0.051177407513
250.807903,0.027607943865,0.036030461584,0.051607897748
250.8082942,0.02783992285,0.036030366747,0.052041903851
250.8086854,0.028073796687,0.036030274502,0.052479460913
250.8090767,0.028309575833,0.03603018491,0.052920589231
250.8094679,0.028547275563,0.036030097994,0.053365317466
250.8098592,0.028786913231,0.036030013799,0.053813678222
250.8102504,0.029028500364,0.036029932361,0.054265692878
250.8106416,0.029272052774,0.036029853795,0.054721391287
250.8110329,0.029517585652,0.036029778087,0.055180802284
250.8114241,0.029765115437,0.036029705277,0.055643956392
250.8118153,0.03001465367,0.036029635451,0.056110875996
250.8122066,0.030266218268,0.036029568596,0.056581594462
250.8125978,0.030519826183,0.036029504817,0.057056143317
250.812989,0.030775488442,0.036029444138,0.057534544116
250.8133803,0.03103322307,0.036029386589,0.058016831133
250.8137715,0.031293045374,0.036029332314,0.05850303175
250.8141628,0.031554971913,0.036029281184,0.058993177726
250.814554,0.031819017709,0.036029233368,0.059487297574
250.8149452,0.032085196457,0.036029188878,0.05998541735
250.8153365,0.032353527791,0.036029147814,0.060487573554
250.8157277,0.032624026761,0.036029110166,0.060993794631
250.8161189,0.032896709434,0.036029075926,0.061504111461
250.8165102,0.033171590277,0.036029045351,0.06201855056
250.8169014,0.033448685894,0.03602901832,0.062537143544
250.8172926,0.033728018233,0.036028995021,0.063059931259
250.8176839,0.034009596649,0.036028975441,0.063586932201
250.8180751,0.034293440794,0.03602895961,0.064118182941
250.8184664,0.034579567726,0.036028947689,0.064653715798
250.8188576,0.034867996833,0.036028939632,0.065193567513
250.8192488,0.035158739471,0.036028935586,0.065737758954
250.8196401,0.035451815334,0.036028935592,0.066286327658
250.8200313,0.035747243504,0.036028939587,0.066839309275
250.8204225,0.036045038976,0.036028947817,0.067396732463
250.8208138,0.036345220618,0.036028960255,0.067958632576
250.821205,0.036647803469,0.036028976857,0.068525039004
250.8215962,0.036952807458,0.036028997907,0.069095987663
250.8219875,0.037260251123,0.036029023385,0.069671514168
250.8223787,0.037570149221,0.036029053331,0.07025164671
250.82277,0.037882520214,0.036029087869,0.070836420092
250.8231612,0.038197384134,0.036029127021,0.071425871867
250.8235524,0.038514759,0.036029170926,0.07202003632
250.8239437,0.038834661474,0.036029219592,0.072618944545
250.8243349,0.039157107387,0.03602927313,0.073222627074
250.8247261,0.039482121814,0.036029331494,0.073831130803
250.8251174,0.039809717559,0.036029394929,0.074444479811
250.8255086,0.040139916721,0.036029463465,0.075062716047
250.8258998,0.040472733691,0.036029537236,0.075685866764
250.8262911,0.040808191117,0.036029616187,0.076313974547
250.8266823,0.041146307863,0.036029700534,0.076947074977
250.8270736,0.041487100816,0.036029790249,0.077585200307
250.8274648,0.041830589784,0.036029885505,0.078228387857
250.827856,0.042176793145,0.036029986304,0.078876672485
250.8282473,0.042525734744,0.036030092829,0.079530098693
250.8286385,0.042877427695,0.036030205097,0.080188692042
250.8290297,0.04323189401,0.036030323243,0.080852493921
250.829421,0.043589153845,0.036030447281,0.081521542307
250.8298122,0.043949228511,0.036030577294,0.082195877279
250.8302034,0.044312134475,0.036030713505,0.082875530534
250.8305947,0.044677892271,0.036030856029,0.083560540778
250.8309859,0.045046523331,0.03603100448,0.084250948403
250.8313772,0.045418048068,0.036031159821,0.084946791958
250.8317684,0.0457924849,0.03603132166,0.085648106582
250.8321596,0.046169853601,0.036031490116,0.086354929823
250.8325509,0.046550174894,0.036031665102,0.087067300853
250.8329421,0.046933474125,0.036031847186,0.087785266929
250.8333333,0.047319765478,0.036032036151,0.088508855886
250.8337246,0.04770907039,0.036032232115,0.089238108116
250.8341158,0.048101412826,0.03603243537,0.089973068747
250.834507,0.048496812846,0.03603264595,0.090713775773
250.8348983,0.048895290466,0.036032863915,0.09146026732
250.8352895,0.049296863587,0.036033089414,0.092212577766
250.8356808,0.049701559934,0.036033322536,0.092970758771
250.836072,0.050109396534,0.036033563436,0.093734843167
250.8364632,0.050520395984,0.036033812211,0.094504873641
250.8368545,0.05093457775,0.036034068996,0.095280887456
250.8372457,0.051351965173,0.036034333937,0.09606292855
250.8376369,0.051772581552,0.036034607072,0.096851040983
250.8380282,0.052196445999,0.036034888705,0.097645261297
250.8384194,0.052623578658,0.036035178505,0.098445627942
250.8388106,0.05305400457,0.036035477237,0.09925218818
250.8392019,0.053487747087,0.036035784803,0.10006498605
250.8395931,0.053924824096,0.036036101223,0.10088405617
250.8399844,0.054365257246,0.036036426795,0.10170943972
250.8403756,0.054809073942,0.036036761347,0.10254118796
250.8407668,0.055256294575,0.03603710551,0.10337934
250.8411581,0.055706938404,0.036037458876,0.10422393282
250.8415493,0.056161029621,0.036037822175,0.10507501225
250.8419405,0.056618591527,0.036038195199,0.10593262249
250.8423318,0.057079648085,0.036038578251,0.10679680888
250.842723,0.057544219823,0.036038971162,0.10766761063
250.8431142,0.058012327491,0.036039374611,0.10854506787
250.8435055,0.05848399889,0.036039788441,0.1094292327
250.8438967,0.058959254618,0.036040212923,0.11032014453
250.8442879,0.059438118644,0.036040648112,0.11121784901
250.8446792,0.059920609517,0.036041094045,0.11212238215
250.8450704,0.060406756106,0.036041551246,0.11303379791
250.8454617,0.060896580875,0.036042019777,0.11395213939
250.8458529,0.061390105228,0.036042499646,0.11487744763
250.8462441,0.061887350545,0.036042991235,0.11580976365
250.8466354,0.062388345497,0.036043494592,0.11674914144
250.8470266,0.062893111688,0.036044009917,0.11769562234
250.8474178,0.063401671507,0.03604453745,0.1186492494
250.8478091,0.063914047126,0.036045077352,0.11961006515
250.8482003,0.064430266339,0.036045629769,0.12057812188
250.8485915,0.064950350488,0.036046194962,0.1215534609
250.8489828,0.065474326198,0.036046773113,0.12253613252
250.849374,0.066002210313,0.036047364391,0.12352617005
250.8497653,0.066534034918,0.036047968851,0.1245236332
250.8501565,0.067069821902,0.036048587044,0.12552856487
250.8505477,0.067609593022,0.036049219024,0.12654100654
250.850939,0.068153371198,0.036049864987,0.12756100245
250.8513302,0.068701184015,0.036050525105,0.12858860479
250.8517214,0.069253058552,0.036051199703,0.12962386482
250.8521127,0.069809011709,0.036051888879,0.1306668162
250.8525039,0.070369070386,0.036052592942,0.13171750994
250.8528951,0.070933261742,0.036053312085,0.1327759977
250.8532864,0.071501610054,0.036054046535,0.13384232597
250.8536776,0.072074137114,0.036054796587,0.13491653706
250.8540689,0.072650866038,0.036055562348,0.13599867538
250.8544601,0.07323182513,0.036056344236,0.13708879473
250.8548513,0.073817040623,0.036057142343,0.13818694504
250.8552426,0.07440653171,0.036057957012,0.13929316428
250.8556338,0.075000324307,0.036058788316,0.14040750146
250.856025,0.075598444544,0.036059636761,0.14153000733
250.8564163,0.076200921002,0.036060502618,0.14266073585
250.8568075,0.076807771184,0.036061385944,0.14379972188
250.8571987,0.077419019665,0.036062287171,0.14494701259
250.85759,0.078034698062,0.036063206494,0.14610266781
250.8579812,0.078654828702,0.036064144201,0.14726673081
250.8583725,0.07927943391,0.03606510056,0.14843924505
250.8587637,0.079908537018,0.036066075928,0.14962025588
250.8591549,0.080542168241,0.036067070458,0.15080982048
250.8595462,0.081180350462,0.036068084583,0.15200798342
250.8599374,0.081823106232,0.036069118478,0.15321478835
250.8603286,0.082470461242,0.03607017257,0.15443028504
250.8607199,0.08312244046,0.036071247,0.15565452132
250.8611111,0.083779073187,0.036072342241,0.15688755327
250.8615023,0.084440377833,0.036073458478,0.15812941764
250.8618936,0.085106378476,0.036074596136,0.15938016097
250.8622848,0.085777105836,0.036075755433,0.16063984176
250.8626761,0.086452583084,0.036076936784,0.16190850501
250.8630673,0.087132832821,0.036078140426,0.16318619492
250.8634585,0.0878178782,0.036079366798,0.16447295672
250.8638498,0.088507747725,0.036080616194,0.1657688451
250.864241,0.089202468116,0.036081888941,0.16707391138
250.8646322,0.08990205569,0.036083185405,0.16838818874
250.8650235,0.09060654054,0.036084505963,0.16971173469
250.8654147,0.09131594663,0.036085850948,0.1710445959
250.8658059,0.092030301484,0.036087220739,0.17238682529
250.8661972,0.092749625014,0.036088615688,0.17373846271
250.8665884,0.09347394005,0.036090036165,0.17509955264
250.8669797,0.094203275336,0.036091482605,0.17647015053
