t	CL	CD	CM
1.2e-6	-1.0710222911999998	7874.464668399998	0.36931448462999983
0.007008205805805806	-1.5962925193807698e-6	0.2554324462400606	5.654786042737674e-7
0.014015211611611612	-1.55330457043896e-6	0.18601125254124554	5.475535049548234e-7
0.021022217417417416	-1.5669587987232063e-6	0.1532361864400313	5.404764646729906e-7
0.028029223223223224	-1.4994207854901872e-6	0.13320784715403658	5.397478244286665e-7
0.03503622902902903	-1.487277046615805e-6	0.11938712197762849	5.399820777581075e-7
0.04204323483483483	-1.4986025708486e-6	0.10913315104067607	5.397688649505915e-7
0.04905024064064064	-1.4380553394987467e-6	0.10114694494364102	5.419391320995805e-7
0.05605724644644645	-1.450564297520013e-6	0.09466478233869169	5.419935243143503e-7
0.06306425225225225	-1.4501433295376593e-6	0.08921840881111982	5.436875279382259e-7
0.07007125805805806	-1.438400562816653e-6	0.08456889111288107	5.450300291406972e-7
0.07707826386386386	-1.4261275183608895e-6	0.0805525502896146	5.476981369211943e-7
0.08408526966966967	-1.4194491807329023e-6	0.07704151598550353	5.500605106461317e-7
0.09109227547547548	-1.4106878102988008e-6	0.07394474737227445	5.515489206645928e-7
0.09809928128128129	-1.4034339509014579e-6	0.0711918113548373	5.535275254448951e-7
0.10510628708708708	-1.3956232270830174e-6	0.0687260654174052	5.556225837097023e-7
0.11211329289289289	-1.3830916097998709e-6	0.06650177038173019	5.571147897871262e-7
0.1191202986986987	-1.377407596406507e-6	0.06448374541184043	5.58371158112439e-7
0.12612730450450452	-1.366041031642025e-6	0.06264249195314653	5.578898033645189e-7
0.1331343103103103	-1.3748675300031632e-6	0.06095659281141394	5.59248230353701e-7
0.1401413161161161	-1.3698656947029468e-6	0.059405664224078905	5.602682036807545e-7
0.14714832192192193	-1.3660874061293512e-6	0.057972615189328364	5.620476987933924e-7
0.15415532772772772	-1.3595092858007608e-6	0.056646105966261004	5.619862868080648e-7
0.16116233353353354	-1.3481059202930359e-6	0.055413045954133204	5.636210268577555e-7
0.16816933933933934	-1.3505135622815765e-6	0.05426439215056216	5.643481010426095e-7
0.17517634514514516	-1.3400214125354483e-6	0.053190834359666476	5.66469369714262e-7
0.18218335095095095	-1.350777435348506e-6	0.05218441295442807	5.686273348073276e-7
0.18919035675675674	-1.3574751546668421e-6	0.05123800078615521	5.709417183551041e-7
0.19619736256256257	-1.3639019150394616e-6	0.050346718499229455	5.733339817699107e-7
0.20320436836836836	-1.363632129912324e-6	0.04950746195424319	5.761474302856434e-7
0.21021137417417418	-1.3655713990794102e-6	0.04871377486554204	5.795393480712497e-7
0.21721837997997998	-1.3710937180719734e-6	0.047963389134378816	5.828939265401263e-7
0.2242253857857858	-1.3778529793251526e-6	0.04725190956216058	5.872779238683573e-7
0.2312323915915916	-1.3617622529497015e-6	0.04657607399034325	5.924916323557778e-7
0.23823939739739738	-1.3583954459637779e-6	0.045933500861049234	5.973005358186802e-7
0.2452464032032032	-1.3604109199258606e-6	0.04532163135902228	6.028373439804404e-7
0.252253409009009	-1.3690619761157073e-6	0.04473832029784348	6.104548908276434e-7
0.2592604148148148	-1.3761076773696139e-6	0.044182514146532646	6.173941649200537e-7
0.26626742062062064	-1.3839759553841584e-6	0.04365133457510375	6.255971056802242e-7
0.2732744264264264	-1.3961775988641904e-6	0.04314281877642476	6.359891476402697e-7
0.28028143223223223	-1.4106974733522178e-6	0.04265465985701707	6.462928571243078e-7
0.28728843803803805	-1.423780856336193e-6	0.0421878842236631	6.587751072138721e-7
0.2942954438438438	-1.4822296757569223e-6	0.04173981332123036	6.727023237755696e-7
0.30130244964964964	-1.517115867964352e-6	0.04130939049191825	6.860456597939757e-7
0.30830945545545546	-1.5606189672971176e-6	0.04089501572594868	7.052203026829592e-7
0.3153164612612613	-1.6037577140357163e-6	0.040496140263416004	7.251996651047344e-7
0.32232346706706705	-1.6607394557186032e-6	0.04011425199796858	7.495953555528268e-7
0.32933047287287287	-1.723884811733465e-6	0.03974389763751623	7.778787749314304e-7
0.3363374786786787	-1.7952652440001464e-6	0.03938464454765546	8.089479931969492e-7
0.34334448448448446	-1.8791047617284193e-6	0.039036171087889225	8.46033215026936e-7
0.3503514902902903	-1.9767789686979943e-6	0.038698138502550494	8.902172964585739e-7
0.3573584960960961	-2.0893494019539806e-6	0.03837019980949056	9.401473860855581e-7
0.3643655019019019	-2.220358844877392e-6	0.038052007572384756	9.991505556699791e-7
0.3713725077077077	-2.371844850263924e-6	0.037743263586027906	1.06796481782599e-6
0.3783795135135135	-2.545326918528889e-6	0.03744353001434171	1.1468678796651153e-6
0.38538651931931933	-2.748197906786123e-6	0.03715253089609806	1.239628559956693e-6
0.3923935251251251	-2.9842591835780985e-6	0.0368699408389182	1.3470575929781878e-6
0.3994005309309309	-3.2559397737954256e-6	0.03659544758164491	1.471496517589108e-6
0.40640753673673674	-3.5445869020092886e-6	0.03632875289024491	1.6174674059680113e-6
0.41341454254254256	-3.9080235396600035e-6	0.03606956652116182	1.7867286717113322e-6
0.42042154834834833	-4.3396407897629924e-6	0.03581761002222617	1.9842422431469585e-6
0.42742855415415415	-4.842039824126334e-6	0.03557265218335715	2.213549250426023e-6
0.43443555995995997	-5.429869891774443e-6	0.03533436556457117	2.480896299556792e-6
0.4414425657657658	-6.118501780806373e-6	0.035102541524726916	2.7927036946146876e-6
0.44844957157157156	-6.920789480401405e-6	0.03487694488899237	3.1557447770368957e-6
0.4554565773773774	-7.8598646095643e-6	0.03465735137463937	3.5798648031182887e-6
